epoch,train_loss,val_loss,val_ic,val_ic_3d,val_ic_5d,val_ic_10d
1,2.3690488934516907,2.814784049987793,-0.009444869724780999,-0.14966585938310242,-0.09329597666604188,0.2146272268748013
